Title,Description,urls
 Think Python - How to Think Like a Computer Scientist,"Think Python is an introduction to Python programming for students with no programming experience. It starts with the most basic concepts of programming, and is carefully designed to define all terms when they are first used.",https://freecomputerbooks.com/Think-Python-How-to-Think-Like-a-Computer-Scientist.html
 Open Data Structures: An Introduction using Python (Pat Morin),"This book is an introduction to the field of data structures and algorithms, it covers the implementation and analysis of data structures for sequences (lists), queues, priority queues, unordered dictionaries, ordered dictionaries, and graphs.",https://freecomputerbooks.com/Open-Data-Structures-An-Introduction.html
 Programming Computer Vision with Python: Tools and Algorithms,"This book is a hands-on introduction to computer vision using Python. It gives an easily accessible entry point to hands-on computer vision with enough understanding of the underlying theory and algorithms to be a foundation for students, researchers.",https://freecomputerbooks.com/Programming-Computer-Vision-with-Python.html
" Invent Your Own Computer Games with Python, 3rd Edition",It teaches you how to program computer games in the Python programming language. Each chapter gives you the complete source code for a new game. It was written to be understandable by anyone of any age who has never programmed before.,https://freecomputerbooks.com/Invent-Your-Own-Computer-Games-with-Python.html
" Learn to Program Using Python: A Tutorial for Hobbyists, Starters",This book is based on a popular on-line tutorial that has been expanded and enhanced for this book. It takes you step-by-step through all the essential programming topics. It takes you step-by-step through all the essential programming topics.,https://freecomputerbooks.com/Learn-to-Program-Using-Python.html
 Introduction to Python for Computational Science and Engineering,This book summarises a number of core ideas relevant to Computational Engineering and Scientific Computing using Python. The emphasis is on introducing some basic Python (programming) concepts that are relevant for numerical algorithms.,https://freecomputerbooks.com/Introduction-to-Python-for-Computational-Science-and-Engineering.html
 Python Scripting for Computational Science (Hans Langtangen),"With a primary focus on examples and applications of relevance to computational scientists, this brilliantly useful book shows computational scientists how to develop tailored, flexible, and human-efficient working environments built from small scripts written in the easy-to-learn, high-level Python language.",https://freecomputerbooks.com/Python-Scripting-for-Computational-Science.html
 Python Succinctly (Jason Cannon),"Learn to use the Python language to create programs of all kinds. It will guide you from complete unfamiliarity with Python to creating practical applications. With Python Succinctly, lack of experience isn't an obstacle to programming language mastery.",https://freecomputerbooks.com/Python-Succinctly.html
" The Python Language Reference Manual (Guido van Rossum, et al)",This manual is intended for advanced users who need a complete description of the Python 3.x language syntax and object system.,https://freecomputerbooks.com/The-Python-Language-Reference-Manual-Guido-van-Rossum.html
 A Practical Introduction to Python Programming (Brian Heinold),"This book is for anyone who wants to understand Python programming. Both a tutorial and a reference, you'll code along with the book, writing programs to solve real-world problems as you learn the fundamentals of programming using Python 3.",https://freecomputerbooks.com/A_Practical_Introduction_to_Python_Programming.html
 An Introduction to Python (Guido van Rossum),"This manual provides an introduction to Python, an easy to learn object-oriented programming language. Python combines power with clear syntax. It has modules, classes, exceptions, very high level data types, and dynamic typing.",https://freecomputerbooks.com/An-Introduction-to-Python-Guido-van-Rossum.html
 Python for You and Me (Kushal Das),"This is a simple book to learn Python programming language, it is for the programmers who are new to Python. It shall introduce you to an easy way to learn Python and be able to complete your own projects!",https://freecomputerbooks.com/Python-for-You-and-Me.html
 Make Games with Python on Raspberry Pi (Sean M. Tracey),You are going to learn how to make a game on our Raspberry Pi from the ground up. It is designed to help you learn many of the essential skills you'll need to make games with Python and Pygame on your Raspberry Pi.,https://freecomputerbooks.com/Make-Games-with-Python-on-Raspberry-Pi.html
" O'Reilly® Mining the Social Web, 2nd Edition (Matthew A. Russell)","This book shows you how to answer these questions like how can you tap into social data and discover who's connecting with whom, which insights are lurking just beneath the surface, and what people are talking about?",https://freecomputerbooks.com/Mining-the-Social-Web.html
 O'Reilly® Think Stats: Probability and Statistics using Python,"This book shows you how to perform statistical analysis computationally, rather than mathematically, with programs written in Python.",https://freecomputerbooks.com/Think-Stats-Probability-and-Statistics-for-Programmers.html
 O'Reilly® The Python Standard Library (Fredrik Lundh),"Ideal for any working Python developer, this book provides an excellent tour of some of the most important modules in today's Python standard.",https://freecomputerbooks.com/The-Python-Standard-Library.html
 Learning to Program Using Python (Cody Jackson),"The core Python language (both versions 2.x and 3.x) is discussed, as well as an introduction to graphical user interface creation. The ideas covered in this book provide the reader with many major programming topics, applicable to a wide variety of programming languages.",https://freecomputerbooks.com/Learning-to-Program-Using-Python-by-Cody-Jackson.html
 Programming and Mathematical Thinking: Discrete Math & Python,"Starting at an elementary level, this book teaches about fundamental structures of discrete mathematics and many simple but powerful programming techniques using those structures.",https://freecomputerbooks.com/Programming-and-Mathematical-Thinking.html
 Keras Succinctly (James McCaffrey),"The goal of this book is to introduce you Keras, the one of the most popular and powerful libraries for building neural networks in Python. You'll learn how to build a convolutional neural network in Python!",https://freecomputerbooks.com/Keras-Succinctly.html
 Dive Into Python: Python from Novice to Pro (Mark Pilgrim),"This book is your 'desert island' Python book. If you've never programmed before, Python is an excellent language to learn modern programming techniques.",https://freecomputerbooks.com/Dive-Into-Python.html
 A Byte of Python (Swaroop C H),"This book serves as a tutorial or guide to the Python language for a beginner audience. It is written for the latest Python 3, even though Python 2 is the commonly found version of Python today (read more about it in Python 2 versus 3 section).",https://freecomputerbooks.com/A-Byte-of-Python.html
 A Python Book (Dave Kuhlman),"This book is a self-learning document for a course in Python programming. It contains (1) a part for beginners, (2) a discussion of several advanced topics that are of interest to Python programmers, and (3) a Pythonworkbook with lots of exercises.",https://freecomputerbooks.com/A-Python-Book-by-Dave-Kuhlman.html
 Text Processing in Python (David Mertz),"This book is an example-driven, hands-on tutorial that carefully teaches programmers how to accomplish numerous text processing tasks using the Python language. It provides efficient and effective solutions to specific text processing problems.",https://freecomputerbooks.com/Text-Processing-in-Python.html
 Making Games with Python and Pygame (Albert Sweigart),"This is a programming book that covers the Pygame game library for the Python programming language, written to be understandable by kids as young as 10 to 12 years old, although it is great for anyone of any age who has some familiarity with Python.",https://freecomputerbooks.com/Making-Games-with-Python-and-Pygame.html
 Effective Django (Nathan Yergler),"With this book, you should have an understanding of how Django's pieces fit together, how to use them to engineer web applications, and where to look to dig deeper. Building web applications that are testable, maintainable, and scalable.",https://freecomputerbooks.com/Effective-Django.html
 The Definitive Guide to Django: Web Development Done Right,"This book will show you how to assemble Django's features and take advantage of its power to design, develop, and deploy a fully-featured web site. It will walk you through the creation of an example web application, with lots of code examples.",https://freecomputerbooks.com/The-Django-Book.html
 O'Reilly® Think Complexity: Science and Modeling (Allen Downey),"This book is about complexity science, data structures and algorithms, intermediate programming in Python, and the philosophy of science.",https://freecomputerbooks.com/Think-Complexity-Complexity-Science-and-Computational-Modeling.html
 Computational Physics with Python (Mark Newman),"A complete introduction to the field of computational physics, with examples and exercises in the Python programming language. It explains the fundamentals of computational physics and describes in simple terms the techniques that every physicist should know,.",https://freecomputerbooks.com/Computational-Physics-with-Python.html
 Python Scientific Lecture Notes (Scipy Lectures ),"This book is the teaching material on the scientific Python ecosystem, a quick introduction to central tools and techniques. It is for programmers from beginner to expert. Work on real-world problems with SciPy, NumPy, Pandas, scikit-image, and other Python libraries.",https://freecomputerbooks.com/Python-Scientific-Lecture-Notes.html
" Inventory Analytics: A Practicable, Python-Driven Approach","This book provides a comprehensive and accessible introduction to the theory and practice of Inventory Control – a significant research area central to supply chain planning. It adopts a practicable, Python-driven approach to illustrating theories and concepts.",https://freecomputerbooks.com/Inventory-Analytics.html
 Python in Hydrology (Sat Kumar Tomer),"This book is written for learning Python using its applications in hydrology. The book covers the basic applications of hydrology, and also the advanced topic like use of copula.",https://freecomputerbooks.com/Python-in-Hydrology.html
 How To Write Your Own Software Using Python (Steven F. Lott),"This book will help you build basic programming skills, organized in a way that builds up the language in layers from simple, central concepts to more advanced features.",https://freecomputerbooks.com/How-To-Write-Your-Own-Software-Using-Python.html
 First Course in Programming with Karel the Robot and Python,This book provides a gentle yet efficient and comprehensive introduction to modern algorithmic design and computer programming. It consists of two programming languages - Karel the Robot and Python.,https://freecomputerbooks.com/First-Course-in-Programming-with-Karel-the-Robot-and-Python.html
 Basic Data Analysis and More - A Guided Tour Using Python,"In this book, a selection of frequently required statistical tools will be introduced and illustrated. From a point of view of data analysis, an exemplary implementation of the presented techniques using the Python programming language is provided.",https://freecomputerbooks.com/Basic-Data-Analysis-and-More-A-Guided-Tour-Using-Python.html
 Become a Code Breaker with Python: a Beginner's Guide,"This book describes several encryption Python programs for various ciphers, along with how to write Python programs that can break these ciphers.",https://freecomputerbooks.com/Become-Code-Breaker-Python.html
" The Art and Craft of Programming, Python Edition (John C. Lusth)","This book is designed to be used as the primary textbook in a college-level first course in computing. It takes a fairly traditional approach, emphasizing problem solving, design, and programming as the core skills of computer science.",https://freecomputerbooks.com/The-Art-and-Craft-of-Programming-Python-Edition.html
 Learning with Python: Interactive Edition,"This book provides a comprehensive, accessible introduction to Python fundamentals. An ideal first language for learners entering the rapidly expanding field of computer science, Python gives students a solid platform of key problem-solving skills that translate easily across programming languages.",https://freecomputerbooks.com/Learning-with-Python-How-to-Think-Like-a-Computer-Scientist.html
 Learning to Program with Python (Richard L. Halterman),This book does not attempt to cover all the facets of the Python programming language. The focus here is on introducing programming techniques and developing good habits. The code in this book is based on Python 3.,https://freecomputerbooks.com/Learning-to-Program-with-Python.html
" Design Patterns in Python (Alexander Shvets, et al)",This book is for Python programmers with an intermediate background and an interest in design patterns implemented in idiomatic Python. Programmers of other languages who are interested in Python can also benefit from this book.,https://freecomputerbooks.com/Design-Patterns-in-Python.html
" O'Reilly® Python Cookbook, 3rd Ed: Recipes for Mastering Python 3","This book is packed with practical recipes written and tested with Python 3, this unique cookbook is for experienced Python programmers who want to focus on modern tools and idioms.",https://freecomputerbooks.com/Python-Cookbook.html
 Building Skills in Python: A Programmer's Introduction to Python,"This book is a complete presentation of the Python language. It is oriented toward learning, which involves accumulating many closely intertwined concepts. It is intended for professional programmers who need to learn Python and provides specific help.",https://freecomputerbooks.com/Building-Skills-in-Python.html
" Fundamentals of Programming: With OOP, Python Edition",This book presents a balanced and flexible approach to the incorporation of object-oriented principles in introductory courses using Python.,https://freecomputerbooks.com/Fundamentals-of-Programming-With-Object-Orientated-Programming.html
 The Definitive Guide to Pylons (James Gardner),"This book is a comprehensive introduction to Pylons, the web framework that uses the best of Ruby, Python, and Perl and the emerging WSGI standard to provide structure and flexibility.",https://freecomputerbooks.com/The-Definitive-Guide-to-Pylons.html
 Data Structures and Algorithms with OPP Design Patterns in Python,It promotes object-oriented design using Python and illustrates the use of the latest object-oriented design patterns. Virtually all the data structures are discussed in the context of a single class hierarchy.,https://freecomputerbooks.com/Data-Structures-and-Algorithms-with-Object-Oriented-Design-Patterns-in-Python.html
 Start Here: Python Programming for Beginners (Jody S. Ginther),This is a book for the total beginner who is interested in programming. It teaches the new programmer from ground zero through hands-on exercises.,https://freecomputerbooks.com/Python-Programming-for-Beginners.html
" How To Code in Go (Mark Bates, et al)","This book is designed to introduce you to writing programs with the Go programming language. You'll learn how to write useful tools and applications that can run on remote servers, or local Windows, macOS, and Linux systems for development.",https://freecomputerbooks.com/How-To-Code-in-Go.html
 Go Bootcamp: Everything You Need to Know to Get Started with Go,"Essential Go code and idioms for all facets of the development process. This guide gives you the code 'phrases' you need to quickly and effectively complete a wide variety of projects with Go, today's most exciting new programming language.",https://freecomputerbooks.com/Go-Bootcamp.html
 The Way To Go: An Introduction To The Go Programming Language,This book provides the reader with a comprehensive overview of the new open source programming language Go from Google. It focuses on the aspects that the reader needs to take part in the coming software revolution using Go.,https://freecomputerbooks.com/The-Way-To-Go.html
" Effective Go (Robert Griesemer, et al)","This book gives tips for writing clear, idiomatic Go code. It covers the nuances of Go, with in-depth guides on types and structures, packages, concurrency, network programming, compiler design, optimization, and more.",https://freecomputerbooks.com/Effective-Go.html
 The Little Go Book (Karl Seguin),"This book is an introduction to Google's Go programming language. It is targeted mainly for beginners, as it show the language's fundamentals in a short and concise way with some easy to understand examples.",https://freecomputerbooks.com/The-Little-Go-Book.html
 Go Succinctly (Mark Lewin),"The Go programming language is relatively small and concise, but its depth makes it an ideal option for solving modern-day development problems. This book guides readers through the basics of Go, and provides documentation and resources.",https://freecomputerbooks.com/Go-Succinctly.html
 Essential Go (Krzysztof Kowalczyk),It provides clear and concise explanation of topics for programmers both starting to learn the Go programming language as well as those diving in more complex topics. Most examples are linked to online playground that allows you to change the code and re-run it.,https://freecomputerbooks.com/Essential-Go.html
 Go 101: Focusing on Go Syntax/Semantics Details (Tapir Liu),This is a book focusing on Go syntax/semantics and all kinds of details. It tries to help gophers gain a deep and thorough understanding of Go. It is expected that this book is helpful for both beginner and experienced Go programmers.,https://freecomputerbooks.com/Go-101.html
" Go for Javascript Developers (Maor Zamski, et al)","This book compares between two programming languages, Golang (or ""Go"") and ECMAScript (or ""Javascript"" / ""JS""). The merits of this pairing is the popularity of these languages. That's it. They are not similar, in fact, they are quite different.",https://freecomputerbooks.com/Go-for-Javascript-Developers.html
 Building Web Apps with Go (Jeremy Saenz),"This book will teach you how to develop scalable real-world web apps, and backend systems with Go. It equips you with the necessary skills and knowledge required for effectively building robust and efficient web apps by leveraging the features of Go.",https://freecomputerbooks.com/Building-Web-Apps-with-Go.html
 Go Web Development Succinctly (Mark Lewin),"Use Go to build hugely scalable web applications with ease. This book will take you through serving, routing, connecting to a data source, using the templating engine, working with cookies, and more.",https://freecomputerbooks.com/Go-Web-Development-Succinctly.html
 Practical Cryptography With Go (Kyle Isom),"This is an introduction to cryptography using The Go Programming Language. It doesn't aim to teach the theory, but rather to guide you in your attempt to understand how to use cryptography to secure your services.",https://freecomputerbooks.com/Practical-Cryptography-With-Go.html
 Network Programming with Go (Jan Newmarch),"Dive into key topics in network architecture and Go, such as data serialization, application level protocols, character sets and encodings. This book covers network architecture and gives an overview of the Go language as a primer.",https://freecomputerbooks.com/Network-Programming-with-Go.html
 An Introduction to Programming in Go (Caleb Doxsey),"This book is a short, concise introduction to computer programming using the language Go by Google.",https://freecomputerbooks.com/An-Introduction-to-Programming-in-Go.html
 Go Programming (John P. Baugh),"This book takes an example-based approach to teach the reader how to effectively get started with programming in Go. From basic variable usage, to control structures, to File I/O, to basic network programming, this book has all you need.",https://freecomputerbooks.com/Go-Programming-John-P-Baugh.html
 Go by Example (Mark McGranaghan),This book is a hands-on guide to Go. It helps you learn and write Go through annotated example programs.,https://freecomputerbooks.com/Go-By-Example.html
 Go Data Structures and Algorithms (Christopher Fox),"A concise introduction to data structures and algorithms in Go. Data structures are presented in a container hierarchy that includes stacks and queues as non-traversable dispensers, and lists, sets, and maps as traversable collections.",https://freecomputerbooks.com/Go-Data-Structures-and-Algorithms.html
 Dynamic Proxies in Java (Heinz M. Kabutz),"Dynamic proxies are such a tool that we can use it to save thousands of lines of repetitive code with a single class. This book is for intermediate to advanced Java programmers who want to get to ""guru"" status. It is not suitable for beginners in Java.",https://freecomputerbooks.com/Dynamic-Proxies-Java.html
 The Java Web Scraping Handbook (Kevin Sahin),"This book will teach you how to extract data from any website, how to deal with AJAX / Javascript heavy websites, break captchas, deploy your scrapers in the cloud and many other advanced techniques, using Java programming language.",https://freecomputerbooks.com/The-Java-Web-Scraping-Handbook.html
" Naked Objects (Richard Pawson, et al)","The aim of this book is to introduce you to the concept of designing business systems from naked objects, and to enable you to start building such systems using the Naked Objects framework. It outlines a lightweight methodology and provides a short tutorial.",https://freecomputerbooks.com/Naked-Objects.html
 Java Transaction Design Strategies (Mark Richards),"This book is about how to design an effective transaction management strategy using the transaction models provided by Java-based frameworks such as EJB and Spring. Techniques, best practices, and pitfalls with each transaction model will be described.",https://freecomputerbooks.com/Java-Transaction-Design-Strategies.html
 Playing with Java Microservices on Kubernetes and OpenShift,This book is written for Java developers who wants to build microservices using the Spring Boot/Cloud stack and who wants to deploy them to Kubernetes and OpenShift. Teach you how to build and design microservices using Java and the Spring platform.,https://freecomputerbooks.com/Playing-with-Java-Microservices-on-Kubernetes-and-OpenShift.html
 Object-Oriented vs. Functional Programming (R. Warburton),This book discusses similarities between these programming paradigms and points out that both FP and OOP are actually moving closer toward one another. One prominent example is the use of lambda expressions in Java and other OOP languages.,https://freecomputerbooks.com/Object-Oriented-vs-Functional-Programming.html
 High-Performance Java Platform Computing,"Threading and concurrency are crucial to building high-performance Java applications. This book thoroughly demystifies them, helping developers leverage threading and concurrency to solve a wide variety of performance problems.",https://freecomputerbooks.com/Java-Platform-Performance-Strategies-and-Tactics.html
 Docker for Java Developers (Arun Gupta),"This book introduces basic Docker concepts and explains how to achieve faster startup and deployment of your Javabased applications, shows how Docker containers can save you many headaches when it comes to packaging, deploying, and scaling your applications.",https://freecomputerbooks.com/Docker-for-Java-Developers.html
 OSGi In Practice (Neil Bartlett),"This book is a comprehensive guide to OSGi with two primary goals: first introducing to OSGi concepts with examples, then exploresing numerous practical scenarios and techniques, as well as answering questions.",https://freecomputerbooks.com/OSGi-In-Practice.html
 Building Reactive Microservices in Java (Clement Escoffier),"This book is for developers and architects interested in developing microservices and distributed applications. It does not explain the basics of distributed systems, but instead focuses on the reactive benefits to build efficient microservice systems.",https://freecomputerbooks.com/Building-Reactive-Microservices-in-Java.html
 Microservices for Java Developers: Frameworks and Containers,"In this hands-on, example-driven guide, Java developers and architects will learn how to navigate popular application frameworks, such as Dropwizard and Spring Boot, and how to deploy and manage microservices at scale with Linux containers.",https://freecomputerbooks.com/Microservices-for-Java-Developers.html
" Microservices Best Practices for Java (Michael Hofmann, et al)",This book covers Microservices best practices for Java. It focuses on creating cloud native applications using the latest version of Server and other Open Source Frameworks in the Microservices ecosystem to highlight Microservices best practices for Java.,https://freecomputerbooks.com/Microservices-Best-Practices-for-Java.htmlhttps://freecomputerbooks.com/Microservices-Best-Practices-for-Java.html
 Developing Reactive Microservices: Implementation in Java,"In this book, author walks Java developers through the creation of a complete reactive microservices-based system. The result? A system that's easier to deploy, manage, and scale than a typical Java EE-based infrastructure.",https://freecomputerbooks.com/Developing-Reactive-Microservices.html
 RESTful Java with JAX-RS 2.0: Designing and Developing,"With the book's technical guide, you'll learn how REST and JAX-RS work and when to use them. It provides step-by-step instructions for installing, configuring, and running several working JAX-RS examples, using the JBoss RESTEasy implementation.",https://freecomputerbooks.com/RESTful-Java-with-JAX-RS-2.0.html
 Real-World Maintainable Java Software (Abraham Marin-Perez),"With this practical book, you'll learn 10 easy-to-follow guidelines for delivering Java software that’s easy to maintain and adapt. These guidelines have been derived from analyzing hundreds of real-world systems.",https://freecomputerbooks.com/Real-World-Maintainable-Software.html
 The Java Native Interface: Programmer's Guide and Specification,"The complete tutorial, programming guide, and reference for Java Native Interface (JNI), the interface which facilitates the integration of Java with existing C and C++ code. It's in a task-oriented reference format that gives coders the answers they need.",https://freecomputerbooks.com/The-Java-Native-Interface-Programmers-Guide-and-Specification.html
 The JHipster Mini-Book (Matt Raible),"This book shows you how to build an app with JHipster, and guides you through the plethora of tools, techniques and options you can use. Furthermore, it explains the UI and API building blocks so you understand the underpinnings of your great application.",https://freecomputerbooks.com/The-JHipster-Mini-book.html
 Practical Guide to Building an API Back End with Spring Boot,Starting your first project with Spring Boot can be a bit daunting given the vast options that it provides. This book will guide you step by step along the way to be a Spring Boot hero in no time.,https://freecomputerbooks.com/Practical-Guide-to-Building-an-API-Back-End-with-Spring-Boot.html
 The Java Garbage Collection Mini-Book (Charles Humble),"This book provides a concise, accessible guide for Java architects and senior developers who want to understand what garbage collection is, how it works, and how it impacts the execution of their programs.",https://freecomputerbooks.com/The-Java-Garbage-Collection-Mini-Book.html
" Migrating Java to the Cloud (Jason Goodwin, et al)",This book covers proven steps and techniques that enable your company to take advantage of cloud infrastructure's power and flexibility. You'll explore three pillars of successful cloud adoption and learn how to treat the cloud as an unlimited resources.,https://freecomputerbooks.com/Migrating-Java-to-the-Cloud.html
 What Every Programmer Should Know About Memory,"This document explains the structure of memory subsystems in use on modern commodity hardware, illustrating why CPU caches were developed, how they work, and what programs should do to achieve optimal performance by utilizing them.",https://freecomputerbooks.com/What-Every-Programmer-Should-Know-About-Memory.html
" Software Architecture with Spring 5.0 (Rene Enriquez, et al)","This book explains in detail how to choose the right architecture and apply best practices during your software development cycle to avoid technical debt and support every business requirement, from scratch or is being refactored to support new demands.",https://freecomputerbooks.com/Software-Architecture-with-Spring.html
 3D Game Development with LWJGL 3 (Antonio H. Bejarano),"This book introduces the main concepts required to write a 3D game using the LWJGL 3 library - a Java library that provides access to native APIs used in the development of graphics (OpenGL), audio (OpenAL) and parallel computing (OpenCL) applications.",https://freecomputerbooks.com/3D-Game-Development-with-LWJGL.html
" Processing XML with Java: A Guide to SAX, DOM, JDOM, JAXP","A complete guide to writing Java programs that read and write XML documents. Shows developers how to save XML documents, read XML documents, communicate with network servers that send and receive XML data, and integrate XSLT into their programs.",https://freecomputerbooks.com/Processing-XML-with-Java.html
 Java Based Real Time Programming (Klas Nilsson),"This book approaches the real-time issues via established web-programming and concurrency techniques, which will reveal a few deficiencies of the standard Java platform. A real-time package and a few run-time extensions will be presented.",https://freecomputerbooks.com/Java-Based-Real-Time-Programming.html
" BIG CPU, BIG DATA: Solving Toughest Problems in Java","This book teaches you how to write parallel programs for multicore machines, compute clusters, GPU accelerators, and big data map-reduce jobs, in the Java language, with the free, easy-to-use, object-oriented Parallel Java 2 Library.",https://freecomputerbooks.com/Big-CPU-Big-Data.html
 Java Authentication and Authorization Service (JAAS) in Action,"By the end of this book, you will both understand and use the functionality in JAAS, and also be able to replace many of the pieces provided by the JDK or whatever application server you may be using with your own custom classes.",https://freecomputerbooks.com/JAAS-In-Action.html
 Spring Framework Cookbook (JCGs),"It provides a compilation of Spring Framework tutorials that will help you kick-start your own programming projects. It covers a wide range of topics, from basic usage and best practices, to specific projects like Boot and Batch, with those straightforward tutorials.",https://freecomputerbooks.com/Spring-Framework-Cookbook.html
" Spring by Example (David Winterfeldt, et al)","This book covers Spring Framework. The topics in this book are introduced by complete and real-world code examples that you can follow step by step. Instead of abstract descriptions on complex concepts, you will find live examples in this book.",https://freecomputerbooks.com/Spring-by-Example.html
 Practical Artificial Intelligence Programming in Java (Mark Watson),"This book uses both best of breed open source software and the author's own libraries to introduce the reader to Artificial Intelligence (AI) technologies like genetic algorithms, neural networks, expert systems, machine learning, etc.",https://freecomputerbooks.com/Practical-Artificial-Intelligence-Programming-in-Java.html
 The Common Java Cookbook (Tim O'Brien),"This book provides expert tips for using Java-based utilities from projects such as Apache Commons, Apache Lucene, and Apache Velocity. You will learn how to combine common open-source Java utilities to create powerful Java applications and tools.",https://freecomputerbooks.com/Common-Java-Cookbook.html
 The Java Game Development Tutorial (Fabian Birzele),This tutorial teaches you the fundamentals of building a highly illustrative game using Java. You'll come away with a cool Java-based 2D game application template that you can re-use and apply to your own game making ambitions or for fun.,https://freecomputerbooks.com/The-Java-Game-Development-Tutorial.html
 Apache Jakarta Commons: Reusable Java Components (Iverson),"This book is a Java developer's guide to the Apache Jakarta Commons project.It covers in detail the twelve most important Commons packages, with sampleprogram code provided for each.",https://freecomputerbooks.com/Apache-Jakarta-Commons-Reusable-Java-Components.html
 Modern Java EE Design Patterns: Building Scalable Architecture,"This book will help you understand the challenges of starting a greenfield development vs tearing apart an existing brownfield application into services, and examine your business domain to see if microservices would be a good fit.",https://freecomputerbooks.com/Modern-Java-EE-Design-Patterns.html
 Java Design Patterns (Rohit Joshi),In this book you will delve into a vast number of Design Datterns and see how those are implemented and utilized in Java. You will understand the reasons why patterns are so important and learn when and how to apply each one of them.,https://freecomputerbooks.com/Java-Design-Patterns.html
 Java Design Pattern: A Tutorial (James W. Cooper),"This book presents the 23 patterns cataloged in the flagship book Design Patterns by Gamma, Helm, Johnson, and Vlissides. In Java Design Patterns, each of these patterns is illustrated by at least one complete visual Java program.",https://freecomputerbooks.com/Java-Design-Patterns-A-Tutorial.html
" Java Application Development on Linux (Carl Albing, et al)","Written for Java and Linux developers alike, this book is the hands-on guide to the full Java application development lifecycle on Linux. It demonstrates the platform, tools, and application development by showing realistic, easy-to-follow examples.",https://freecomputerbooks.com/Java-Application-Development-on-Linux.html
 O'Reilly® RxJava for Android App Development (K. Matt Dupree),This book introduces you to RxJava basics and then uses a real-world scenario to demonstrate how this library makes quick work of tasks that can often become messy and inflexible.,https://freecomputerbooks.com/RxJava-for-Android-App-Development.html
" Reactive Programming on Android with RxJava (C. Arriola, et al)","This book is a guide for experienced Android developers looking to learn about reactive programming using RxJava, the Java implementation of ReactiveX. It is written in a clear and concise way with many Android-specific examples.",https://freecomputerbooks.com/Reactive-Programming-on-Android-with-RxJava.html
" Pro Java 6 3D Game Development: Java 3D, JOGL, JInput and JOAL","Shows you how to develop and program 3D games in Java technology on a PC, with an emphasis on the construction of 3D landscapes, with features relevant to gaming: splash screens, JavaScript scripting as well as the desktop and system tray interfaces, etc.",https://freecomputerbooks.com/Pro-Java-6-3D-Game-Development.html
" Java Game Development Tutorials (Fabian Birzele, et al.)",This tutorial teaches you the fundamentals of building a highly illustrative game using Java. You'll come away with a cool Java-based 2D game application template that you can re-use and apply to your own game making ambitions or for fun.,https://freecomputerbooks.com/The-Java-Game-Development-Tutorial.html
 Getting Started with the Java 3D API (Dennis J. Bouvier),"This book represents the definitive Java 3D API specification, providing authoritative and detailed descriptions of each element of the API, is an essential reference for any Java programmer interested in entering the exciting world of three-dimensional apps.",https://freecomputerbooks.com/Getting-Started-with-the-Java-3D-API.html
 UML for Java Programmers (Robert Cecil Martin),This book provides direct guidance and points the reader to real-world usage scenarios. The overall practical approach of this book brings key information related to Java to the many presentations. It is an highly practical guide to using the UML with Java.,https://freecomputerbooks.com/UML-for-Java-Programmers.html
 Java Persistence (Wikibooks),"This book is meant to cover Java persistence, that is, storing stuff in the Java programming language to a persistent storage medium. Specifically using the Java Persistence API (JPA) to store Java objects to relational databases.",https://freecomputerbooks.com/Java-Persistence-Wikibooks.html
 Guide to Java Persistence and Hibernate (S. Hennebrueder),"This book is for Java developers who want to learn about Hibernate. It provides a clear introduction to the current standard for object-relational persistence in Java, with more in-depth examples than any other books for Hibernate beginners.",https://freecomputerbooks.com/Guide-to-Java-Persistence-and-Hibernate.html
" How to Design Classes (Matthias Felleisen, et al)","This book shows students how object-oriented programming languages such as C++, C#, and Java support this effort with syntactic constructs. They also refine the program design discipline.",https://freecomputerbooks.com/How-to-Design-Classes.html
" AI Algorithms, Data Structures, and Idioms in Prolog, Lisp, and Java","Illustrateing how to program AI algorithms in Lisp, Prolog, and Java. Topics include: simple production-like system based on logic, logic-based learning, and natural language parsing.",https://freecomputerbooks.com/AI-Algorithms-Data-Structures-and-Idioms-in-Prolog-Lisp-and-Java.html
 O'Reilly® Killer Game Programming in Java (Andrew Davison),"This book is a comprehensive guide to everything you need to know to program cool, testosterone-drenched Java games.",https://freecomputerbooks.com/Killer-Game-Programming-in-Java.html
 A Brief Introduction to Neural Networks using Java,"Introduces the Java programmer to the world of Neural Networks and Artificial Intelligence using SNIPE. Examples include the traveling salesman problem, handwriting recognition, financial prediction, game strategy, mathematical functions, and Internet bots.",https://freecomputerbooks.com/A-Brief-Introduction-to-Neural-Networks.html
 InfoQ eMag: Java 8 (InfoQ),"This book takes practitioners on a visit with Java 8, exploring how we got here and how we should be moving forward with it, including lambda expressions, streams, and the new Date and Time APIs, etc.",https://freecomputerbooks.com/InfoQ-eMag-Java-8.html
 Concurrent Programming: The Java Programming Language,"A practical introduction to the issues and concepts in concurrent programming, operating systems, the client-server model, and multiple threads, showing how to utilize Java to write programs that use semaphores, monitors, message passing, etc.",https://freecomputerbooks.com/Concurrent-Programming-The-Java-Programming-Language.html
" TCP/IP Sockets in Java, 2nd Ed: Practical Guide for Programmers","This book's focused, tutorial-based approach helps the reader master the tasks and techniques essential to virtually all client-server projects using sockets in Java. It also covers several new classes and capabilities in the last few revisions of the Java.",https://freecomputerbooks.com/TCP-IP-Sockets-in-Java-Second-Edition.html
