title,url
 The TypeScript Handbook (Microsoft),https://freecomputerbooks.com/The-TypeScript-Handbook.html
 Tackling TypeScript: Upgrading from JavaScript,https://freecomputerbooks.com/Tackling-TypeScript-Upgrading-from-JavaScript.html
 TypeScript in 50 Lessons (Stefan Baumgartner),https://freecomputerbooks.com/TypeScript-in-50-Lessons.html
 TypeScript Deep Dive (Basarat Ali Syed),https://freecomputerbooks.com/TypeScript-Deep-Dive.html
 TypeScript Succinctly: The .NET approach to JavaScript,https://freecomputerbooks.com/TypeScript-Succinctly.html
 TypeScript Accelerated (James Porter),https://freecomputerbooks.com/TypeScript-Accelerated.html
 Essential TypeScript (Krzysztof Kowalczyk),https://freecomputerbooks.com/Essential-TypeScript.html
 TypeScript Notes for Professionals,https://freecomputerbooks.com/TypeScript-Notes-for-Professionals.html
 TypeScript for C# Programmers (Steve Fenton),https://freecomputerbooks.com/TypeScript-for-C-Sharp-Programmers.html
